アーティスト,曲名,歌詞,ラベル
LiSA,晴レ舞台,泣いたって　逃げらんない　スタートラインに立ってる「全てうまくいきますように。」　鏡の中　願ったいつも通りってなんだっけ　交差する光と陰り頑張ってきた自分を　誰より知っているはずでしょくやんだり　嘆いたりしながら無我夢中でチャンスを掴んでいけ舞い踊る天使のように　飛び回れカモメのように大空を自由自在に　ほら　羽ばたいていけるから選ばなかったあの日を　どうか許せますようにキズナを握り　誓ったきっと大丈夫よ　最高の晴レ舞台大失敗　涙した日は　部屋にこもって「明日はうまくできますように。」　何度も　夜に願った本当はわかっている　どんなに嫌いになったって結局またやりたくなるってことほら、好きころんだ日は神様のせいにしてまた立ち上がる勇気振り絞った駆け抜ける流星のように　弾け飛ぶ花火のように待ちわびただけ　一瞬が　ほら　きらめきだすから向かい風が強くても　雨の日希望が曇っても情熱の火　消えないんだ　最後まで走らせてよ　このまま　このまま張り巡らされた　運命のあみだくじ　それぞれの偶然と偶然をつないでヒトリじゃ知らないままだった　幸せに今向かっている真っ白なキャンバスの上に　思い描く晴レの日僕を呼ぶ歓声で　もっと　ほら　色づき出すから舞い踊る天使のように　飛び回れカモメのように大空を自由自在に　ほら　羽ばたいていけるから選ばなかったあの日を　どうか許せますようにキズナを握り　誓ったきっと大丈夫よ　最高の晴レ舞台,7
LiSA,ハローグッデイ,"移り行く季節が　まるで　いたずら　仕掛けて　笑ってるみたい口にすると本当になるから　言えないこともあるよこんなに　涙　流れちゃうのは大切だった　証拠だって　わかってるよ　わかってるよ手を振って　マイシスター！　ハローハローグッバイ悲しみの全ても　やがて力になる毎日がきっと　ハローハローグッデイこのまま　私で歩いてみよう近づけば近くほどに　あなたのココロを　もっと知りたくなって想い合う 幸せの味は 甘くてほろ苦いいつも信じてくれたからカッコつけた私で ちゃんといられたの　未来へ続け！忘れないよ マイシスター！　ハローハローグッバイ優しく吹いた風が 傷にちょっと染みる少しずつ きっと ハローハローグッデイアナタを 思い出に運んで行く手を振って　マイシスター！　ハローハローグッバイ新しい朝陽が　ほら　頬　乾かす大丈夫よ　きっと ハローハローグッデイこのまま　歩いて行けるこのまま私で　歩いて行こうEvery you, and every smile, every time, Love is not over.Every you, and every smile, every time, Love is not over.",7
LiSA,halo-halo,我愛　CINTA　LOVE　AMOR　(愛)我愛　CINTA　LOVE　AMOR　(愛)我愛　CINTA　LOVE　AMOROLA　HELLO　ｲ尓好我愛　CINTA　LOVE　AMOR　(愛)我愛　CINTA　LOVE　AMOR　(愛)我愛　CINTA　LOVE　AMOROLA　HELLO　ｲ尓好ハッピーパラソル咲いた浜に　気分は急上昇　(HEY HEY HEY HEY)散々照りつける太陽ビーム　アナタと胸焦がしたいStand up now！ I got it！ We got it！ Oh yeah！ (Oh yeah！)ミルクの海　浮かぶハートの船に乗って　そう、アナタに会いにいくわSo crazy Together！ Together！ Oh yeah！ (Oh yeah！)溢れ出す“好き”を一つ残らず愛のスイーツにhalo-halo！ halo-halo！いつでもアナタと居たいなんてさ　嫌になっちゃうな我愛　CINTA　LOVE　AMOR　(愛)我愛　CINTA　LOVE　AMOR　(愛)我愛　CINTA　LOVE　AMOROLA　HELLO　ｲ尓好我愛　CINTA　LOVE　AMOR　(愛)我愛　CINTA　LOVE　AMOR　(愛)我愛　CINTA　LOVE　AMOROLA　HELLO　ｲ尓好待って！　急遽　秘密の会議　危険信号点滅だってライバルは　ナイスバディー　(BUT！！)　膨らんだ胸が勝敗じゃないStand up now！ I got it！ We got it！ Oh yeah！ (Oh yeah！)不安になるから溶けたアイスの波乗りに　すぐアナタを誘い出すわSo crazy Together！ Together！ Oh yeah！ (Oh yeah！)次に逢う時はおかえりのキスでお出迎えしてねFever！ Fever！ Fever！ Fever！(Let me hear you scream！！)ずっと灼熱にさらされて　火照る身体　燃える鼓動オイルの匂いに包まれて　今日アナタの夢見たいStand up now！ I got it！ We got it！ Oh yeah！会えない時間でも沈む夕日落ちる空に　ほら、アナタを思い出すわSo crazy Together！ Together！ Oh yeah！ (Oh yeah！)溢れ出す“好き”をごちゃまぜにした愛のスイーツねhalo-halo！ halo-halo！Winner！ Winner！ Winner！ Wiener！？,7
LiSA,HANDS & SMiLE,雨のち太陽　強がりな　ブルースカイちょっと　泣き出しそうな　君みたいでまたかけめぐるよ ask myselfとつとつと話す　目の裏側そっと　まぎれこんだ　悲しみとか少ししか　触れらんないなら手を取って　走り出す(let's go)不器用な　僕らは手を繋いではしゃいじゃって　ころんじゃって　子供みたいに忘れたい　涙も全部　どろんこにして今は　ケラケラ話そう繋ぐ HANDS & SMiLEぽたぽた雫　ごまかせない　ブルースカイちょっと　濡れたままで　寂しそうなおいてけぼりの　三輪車は隠してる　君の心みたい僕に　出来る事を　探したけど一つしか　見当たんないから手を取って　引き寄せる(come on)不器用な　僕らは手を繋いでこぼしたって　わめいたって　泣いたっていいよ隠したい　涙が全部　枯れちゃうまで顔は　見ないでおくよ繋ぐ HANDS & SMiLE戸惑った　出来事　気付けばほら涙と笑顔も　手と手繋いで無くしたい　過去が急に　キラキラしていつも　背中を押すよ不器用な　僕らは手を繋いではしゃいじゃって　ころんじゃって　子供みたいに忘れたい　涙も全部　どろんこにして今は　ケラケラ話そう(I think of you)繋ぐ HANDS & SMiLE,7
LiSA,Bad Sweet Trap,さあ　見つかったらそれが最後　先に立たないリグレットさあ　予告上の演出でハートのエースがおでましグラスに注ぐオトナフレイバー　全部飲み干して　即stand-byよそ見しないでこっち見てよ　まあそんな素振りも残りわずかだわ絶対の報酬を　妖艶なトラップを　今宵に忍ばせてだから失敗は0回が条件　正体も一旦はsecret　ah　アマイメマイネライああうざったい油断した隙をついてゆく雑なbad security　ぞんざいなパスコードなんか一蹴してああ具体案　理想像　とかはもう要らないキスをそっと残せば　決定的にbreak　キミを盗み出したい…bang！cats　黒猫の様　そろりジロリ　キミを狙う　so charmingjealous　部外者が言う「何様なんですのbla bla…」 ってちょっと黙ってて愛想の笑いとか(no help！)　第二候補とか問題外(no choice！)標的以外には(no doubt！)　興味はないのよ C'mon baby！ああ　じれったい理性の皮をはがしたい雑な　bad literacy　丁重な挨拶なんか省略してああ　邪魔くさい利害も　徐々に料理して甘い声を添えたら　芳醇すぎるspice　キミを包み込んで1 time　刺激的高揚感　替えが効かない2 times　魅惑的興奮感　さあ後が無い3 times　追い詰めて脅迫犯　どっちが好き？4 times　焦らして、近づいて、触れて、チェックメイトだわ…ciao！ああうざったい油断した隙をついてゆく雑なbad security　ぞんざいなパスコードなんか一蹴してああ具体案　理想像　とかはもう要らないキスをそっと残せば　決定的にbreak　キミを盗み出したい今宵に忍び込んで,7
LiSA,ヒトリワラッテ,私は独り、笑ってた言葉にならぬ夢の果て未来も期待もないよな目で何を見ていただろうか?私は独りで泣いてた嘘だらけの光を背に時間に追われ、追われて今、確かに問いを掛けるの私は独りで泣いてた遣る瀬ない思いを抱えながら自分の場所を探してまた、こうやって繰り返すよとりあえず手を伸ばすそして、また裏切られていく「もう、やだの声をただ、叫べれば何か変わったかな?」間違いを全て認めたなら夜が遠くなって 遠くなっては、離れていく君は何処に私を見ていた?答えは見えない。「言えない、言えないの。」私は独り、笑ってた言葉をこぼし、今日もまた深く潜り込んだんだ、と寂しげに、今日も君は言う私は独り、笑ってた嘘だらけの光を手に未来で終われ、終われとただ、そうやって振り返るの取り上げた夢を壊しそして、また組み上げていく「そう、私はいつでも。吐き出せればな、と願っている。」ソシテキョウモヒトリ。最低の感情 撒き散らしてさ待ってくれないかって くれないかって泣き濡れていたんだはみ出した思いは君へと向く!夜は遠くなって 遠くなっては白に染まっていくんだ君は何処で私を拐った?答えが見えた。見えた、見えた気が、したよ。,7
LiSA,ViVA LA MiDALA,"ViVA LA MiDALABAD LOVE, BAD LOVEDANCE iN THE FiREBAD LOVE美しい嘘を吐いて　狂おしい目で見てあぁ、なんてホメオパシー妙に心地よくなってく化けの皮？疾うに脱ぎ捨てた骨の髄まで染まるダーク残さずこぼさず召し上がれ後悔はタブーViVA LA MiDALABAD LOVE RUB A DUBBAD LOVE RUB A DUBバラバラになって　また重なって　墜ちる夢BAD LOVE RUB A DUBBAD LOVE RUB A DUB奇跡的　喜劇的　終焉まで楽しませてBAD LOVE生ぬるいのどごし (We are in エデンの楽園)快楽は罪の味？天に召しますね、アーメン夢や希望　血肉になれ傷や失望　大醜態手厚い　分厚い　皮肉纏って絶望も愛撫くらくらしたいBAD LOVE RUB A DUBBAD LOVE RUB A DUBバラバラになって　また重なって　墜ちる夢BAD LOVE RUB A DUBBAD LOVE RUB A DUB刺激的　悲劇的　その全てが灰になるBAD LOVEビンバラバラ　ビンバラバラ描き殴る painting　色はまだ斑BAD LOVE, MAD LOVE　まるで曼陀羅just like puzzleあぁ虚しく日が沈む　卑屈に哀愁漂う苦しみも悲しみも煩わしい(Bitter and Sweet Love)　弾け飛ぶ(Bitter and Sweet Love)　砕け散る(Bitter and Sweet Love)　物悲しい愛の不可思議いい子って退屈ViVA LA MiDALABAD LOVE RUB A DUBBAD LOVE RUB A DUBバラバラになって　また重なって　墜ちる夢BAD LOVE　溶け合ってしまいたい終焉まで楽しませてBAD LOVE",7
LiSA,BEAUTIFUL WORLD,しかたなく開けた　大人への扉は想像と違ってた　ねぇ。汗ばんだ手のひら　運命線握りながら相変わらず　理想と現実　奮闘中疲れた身体　風がそっと撫でてくれるから立ち止まって　ほら　また走り出せる愛されたくて　難しく考えすぎて愛すべき本当の自分が　どんどん分からなくなっていくもういいよ　もういいよ傍にある愛に気づいたから置き忘れて来た　無邪気さと引き換えに細やかな優しさに気づいてる苦く感じてた　真っ黒なコーヒーも味わいながら　楽しめてる夢に見ていた　最高なエンディングよりもその先に描く未来に　想い馳せながら幸せに向かって　がむしゃらに手を伸ばすのに手にした途端　ほら　また失うことが怖くなっていくもういいよ　もういいよ終わりはいつも始まりだから選び抜いた　願いと答えを　幸せバトンに託してる駆け抜けた先にはいつも　後悔なんてひとつもないんだIt's a BEAUTIFUL WORLDSuch as BEAUTIFUL WORLDほら　また走り出せる愛されたくて　その愛に応えたくて騒がしい世界で最高な今を駆け出してるWon't be long. Won't be long.僕は僕の明日へ向かってく僕は僕の世界で生きてく,7
LiSA,Believe in ourselves,一瞬だけ懐かしい匂いが僕の横かすめた　これはいつだったっけ？知らない少年はそうやって大人になる　大事な言葉だけ　忘れないようにしながら悲しかったり　傷つけたり　ずっとこんなことばかりかなそれでも歌った　愛だって知った　諦め悪いけど　光を目指すよ聴いてほしい声が　ほら　こんなにある一小節じゃ　三分間とかじゃ　伝えられない　だから一緒に来てほしいんだよ響けこの想いが　ああ　本当のまま褪せない様に　消えない様に　願うよ　せめてキミに　せめてキミに長くうねって続いた坂の上で遠くを見てる、新しい希望を見てる今も僕は僕の背中を押す始まった理由も　まだやりとげてないから目の前の道をひたすら走ってどうか最後には幸せなフィナーレをキミの記憶の中　ほら　ほら確かに僕の姿　刻まれてる、すぐ近くでわかる今が嬉しいからいつか寂しかった暗い闇の中で見つけだしてくれたキミの笑い声が　続きますように　続きますように逆方向に流れる風もそっと置いていくように吐いた息もすぐに遠くなるけど振り返るころに輝いてるよその目とこの目で映しあったらもっと光が溢れ出すから一緒に作り上げた景色の向こう側を見たいんだこの絆が　この心が　ああ　本当のまま褪せない様に　消えない様に　歌うよ　せめてキミに　せめてキミに自分自身を信じて走って　一個だって譲らなかったから最高の今日、明日があるんだ　だから行こうキミと一緒に,7
LiSA,Believe in myself,Believe in myselfいつか　この曲聴いた　誰かが今を　愛せたらいいまだ明けないでよ　いつもは長く感じる　一人の時間が追っかけてくるけど　怖がる心　誰にも見せたくはない止まらないテープみたいに　ぐるぐる回り続けるその先に行きたいよいつか　走り続けていた夜の僕が　つかみ取るよ it's my chanceいつか　笑い飛ばしたいよ　その時は今も　愛せたらいいまだ明けない夜　夢ではどんなに苦手な　絵も描けるのにうまくいかない　焦る心　誰にも知られたくない停止ボタンを押すまで　ぐるぐる回り続けるそれまでは止まらないでいつか　想像してなかった朝も僕が　つかみ取るよ it's my dreamいつか　隠し続けてた　弱虫な自分も　愛せたらいい空っぽなボトルと　すり減った靴底握りしめたウォークマン流れてくるメロディとズキズキ突き刺さる音を忘れないBelieve in myselfいつか　泣きじゃくった　あの日の僕が　つかみ取るよ it's my chanceいつか　この曲聴いた　誰かが今を　愛せたらいいいつか　走り続けていた夜の僕が　つかみ取るよ it's my chanceいつか　笑い飛ばしたいよ　その時は今も　愛せたらいいKeep on going to get my chanceSomeday my dream will come trueI will never give it up,7
LiSA,Peace Beat Beast,Show me！ I'm a 猛獣マスター　Hey you！騒げスクリーミング鎖をガリガリ　ハングリー吠えろモンスターその瞳がギラリ　そろそろ檻から出しましょ明日が羨むくらい　世界をハラハラさせなさい飛び出せ　Yo buddy手を開きラッキー握りキミはビーストなんだゴーカイなカラダ振ればスーパースター言葉はI don't needボキャブラリィよりメモリーキミの全部　全開　前進だ世界はその手の中問題　災難　追い出すくらいのハウリング見せてスクリーミング知リタイコトもみんな　要らなくさせてあげるから追いかけられたBad dream　今夜は追い返して来なさいあらぶりラブリー踊れ　しゃにむに　頬張りどんな不埒だってスパイシーだ無我夢中が真実だ世界でヒトリ　だから手を取り笑い何も無いだなんて　Hey look up！一緒に　歌っていくんだキミはまだ知らない　そろそろ檻から出しましょ凸凹物語　まだまだ強くなれるのさ飛び出せ　Yo buddy手を開きラッキー握りキミはビーストなんだゴーカイなカラダ振ればスーパースター言葉はI don't needボキャブラリィよりメモリーキミの全部　全開　前進だ世界はその手の中,7
LiSA,FRAGILE VAMPIRE,解って欲しい 　それだけなのに　尖ってしまって何も抱えない人のために　僕の生き方を変えたりはできなくてみんな誰かを　犠牲にしてるでしょ？決して無罪じゃ済まされない生存本能で…ああ　もう冷たくて　紅い眼に　存在価値があってじれったい願望　想い通りにできたら…なんてアマい話　絶対僕になくていつか「生きて良かった」と笑えたら...出口が近づかない　汗か血の味なのか分からない誰か僕だけの砂漠を知って恨みたいなら　僕を育てた世界を恨んでそれでも僕は　人と過ごしたくて泣けるほど夜明けは美しくて悲しくなると　追いつめられたように傷つけてしまう存在確認防衛本能が...ああ　もう誰だって　黒い 世界征服より野蛮なキリない欲望　胸に抱きながらなんで深い罪　全然チャラになって空を　花を「綺麗だ」と笑えるの？弱さも虚ろさも　肌も血の差も生まれつきなんだ背負い過ぎたまま消えたくない冷たくて　紅い眼に　存在価値があってじれったい願望　想い通りにできたら…なんてアマい話　絶対僕になくていつか「生きて良かった」と笑えたら...出口が近づかない　汗か血の味なのか分からない誰か僕だけの砂漠を知って,7
LiSA,BRiGHT FLiGHT,"澄みきった大空一気にフライト　誰にも邪魔出来ないワクワクしちゃう明日へ　パイロット　アタシを連れてって最高のsunnyday　ラジオからお気に入りのナンバー今日は記念日　いい旅が　そうね、出来そうじゃん口に出せない　願い事はいくつも宙に消えてった出発の合図　忘れモノなら全部置いてっちゃお澄みきった大空一気にフライト　誰にも邪魔出来ないワクワクしちゃう明日へ　パイロット　アタシを連れてってGood bye bye　ちょっとずつ小さくなる街にねぇ、Smile Smileどこにいても　YOU！YOU！YOU！　Always！キミを思い出せるから運命はサディスティック　待ち受けてるイタズラにCry雲を抜け出せたら　また強くなれるかな？泣いた夜には　いつも隣にそっとキミが居てくれたお土産にはね　トランクにいっぱいのお話をあの虹の橋くぐってみたい　楽しいは創らなきゃ寄り道　途中　出会ったモンスター　一緒に連れて行こうMoon light night　ぼんやりと遠く浮かぶ月から「It's all right」声がした　YOU！YOU！YOU！ Maybe…今夜電話しようかなYOU！YOU！YOU！　Trust me！澄みきった大空一気にフライト手加減なんてしないで　パイロット　スピードあげていこう果てしなく遠いLucky Star　諦めるには早い旅の終わりは自分次第　行けるとこまで行こうねぇ、Smile Smile　おんなじ空の下で頑張るからねぇ、Please Please　帰ってくるアタシを待っていてねKeep Smile Smile　笑っていてYOU！YOU！YOU！　I wish！また聞いてね　MY BRiGHT FLiGHTWow, Dive into the skyWow, To the brand new worldWow, My very own BRiGHT FLiGHT",7
LiSA,BRAND NEW YOU,夜に滑り込み melty　膝を抱える身に付けたのは処世術　誰か灯りをつけて否定目に染みて　はい wiper嫌な余韻　クリック mute棲みつく前に　good night口出ししないでね？　it's my life“NEVER”モノクロ脱ぎ捨て color　纏い戦う何かを手放し得ては　理想と現実　go aroundもう透明じゃないから　I'm off負の感情も追えない speedアタシが決める answer口出ししないでね？　it's my lifehey you　奪われるな自由涙を流しても負けない凛として生きて行くdon't let you down down down昨夜の喧嘩も今朝見た悪夢もシャワーで洗い流してデリートさぁ　行こう　my way鏡の前で　be free王道は捨てて攻め find最強の武器は　my big smileドアを開いて　be you it's our lifehey you　奪われるな自由誰かと比べていた過去なんか塗り変えて行くdon't let you down down down思い描いた今じゃなくてももがき生きた証　高鳴る一瞬　只求めてhey you　どんな時も　with youそれぞれの道　照らせ　明日はきっと美しいdon't let you down down downdown down downah try again try again till the endthat's “YOU”　大空に吠えろ　hey you！BRAND NEW YOU,7
LiSA,Blue Moon,無限に広がる涙の湖壊れたボートじゃ　これ以上進めない　進めない…時を刻むたび　水中を濁らせてぽとり　ぽとり　溢れ落ちた　二人の大事なタカラモノ　沈没船のように果てしない　DEEP BLUE　滲む空　BLiGHT MOON今はまだすぐに　アナタを探しちゃうけど薄情な私は　アナタがいない日々もいつか過ごせてしまうのでしょう最後の最後まで変わらない優しさが今は悲しいんだそっと夢見た　エタニティー空を渡ってくツバメが羨ましい　羨ましい…自由に飛べる羽が　欲しいわけじゃない　じゃない…自らロープを手離した果てしない　DEEP BLUE　滲む空　BLiGHT MOONあのままアナタと　また冬を過ごせたけど寒い空の下　一人きり寂しさを抱えて　凍えてたのでしょう一つずつ　一つずつ幸せの景色だけ集めた絵画集そっとめくった毎日簡単に素顔隠してる　水面の私が　憎たらしくて小石投げた渦捲いた残像が　私のココロ　またかき回して　深い闇にのまれてく揺れるさざ波が　進め。と急がす霧の消える朝　待ってるわけじゃないけど果てしない　DEEP BLUE　滲む空　BLiGHT MOONあの日と変わらず　ぼんやりと浮かぶけどただ一つ私は　アナタがいないだけで何もない今日を重ねる果てしない　DEEP BLUE　滲む空　BLiGHT MOON果てしない　DEEP BLUE　滲む空　BLiGHT MOON新しいそよ風が　吹き抜ける　My Way鮮やかな　思い出と　つきまとう満月背を向けて　前にずっと見た　エタニティー,7
LiSA,Brave Freak Out,Let me think　また一つunknown face鳴りやまなくて　なんかバイオリズム狂ってくOn the way　進むしかないのはわかってるよ差し迫った焦燥感、雑音は黙っててMy judgementに説明は要らない　彼の正義なんてもう(I don't know！)全部Shut out！ It's my turn！　常識も正論も、関係なしCome on！ brave freak out　叫び出す心拍数シンクロして僕の確信に間違いなんてないんだよほらbrave freak out　今立ち向かっていけ全部ゼロになってしまうエンディングは許さない守りたいものだけ守りたいのがわがままなんて言わせはしない世界を敵にしてもWhat a shame！ 安らぎさえ奪ったfrequency価値基準は消滅して　解答例もバラバラAll the same　進むしかないのはわかってるよ抗えない焦燥感　雑音をrewriteしてToo bad sick もこの際アリにして　毒をもって毒を撃つ(Shooting out！)hesitation一掃して　信念の弾丸を装填中Come on！ brave freak out　壊れない真実を探すんだ僕の決断をこの世界が待ってるほらbrave freak out　まだ立ち向かっていけまるでフェアじゃないなんて　言い訳は意味がない守りたいものは　そう　言葉じゃ伝えらんないんだけど僕には必要なんだって、わかってよ点と線を揺らすdistraction　捨て去りたいなんてさ甘えてるって知ってるよ　だから何があっても　選択肢は一つだけCome on！ brave freak out　神様、ねえ僕を助けないでこの確信に美しさは要らないよCome on！ brave freak out　叫び出す心拍数シンクロして僕の確信に間違いなんてないんだよほらbrave freak out　今立ち向かっていけ全部ゼロになってしまうエンディングは許さない守りたいものだけ守りたいのがわがままなんて言わせはしないって誓うbrave freak out進むしかない、世界を敵にしてもThat's right！ねえ、信じてるよ　さあ行こうか？,7
LiSA,play the world! feat.PABLO,"Singing ya！　合図響いた play the world！つまり連戦確定 play the world！受けて立つ　余裕じゃん play the world！かなり興奮してる Let's play the world！Singing ya！　合図響いた play the world！つまり連勝確定 play the world！胸に聞く　即回答 play the world！これが自由の入り口　叫べ my name is！！従順に follow me後悔はさせないmy name is！！ my name is！！人生は続編へ　スピンオフなんかじゃないぜカットアウト？ナンセンス play the world！ツナガリグルーヴして go around全部大切だ、捨てられるか！目には目　声に声　愛に愛基本中の基本だ！わかってろ！今からゲンミツに play the world！目をそらすなよ！ OK,　叫べ my name is！！最高だって信じたい産まれ落ちたからには最後までbeat me beat me　そうだよなこの世界を遊び尽くせ愛し抜くと決めたよそして愛される覚悟も決めたんだこれが僕だ止まれないつまり自由の入り口　叫べ my name is！！人生は続編へgive and take？ haha100倍にして返すよ play the world！感謝感激も不要じゃない？それよりも革命を見ようじゃないI can say！！嫌味って何味？　知らなくてもいいや　関係ないし噛み砕いて　飲み干せば ah　ほら歌になる最高を味わいたい　いつも同じじゃつまらないぜbeat me beat me　そうだよなほら希望が有り余ってる変幻自在に迫る　光の色した高揚の sweet spotワクワクが止まらないつまり自由の入り口生まれ変わること恐れない　無くしたって進むしかない生き続けろ絶対　何がなんでも　そうだろう！運命はいつも僕の　先でそっと手招いてるんだ諦めるな　逃げるなこれが gateway to freedom oh yeah最高だって信じたい産まれ落ちたからには最後までbeat me beat me　そうだよなこの世界を遊び尽くせ続編を始めよう自由への続編だ my name is！！最高だって信じたい産まれ落ちたからには最後までbeat me beat me　そうだよなこの世界を遊び尽くせ愛し抜くと決めたよそして愛される覚悟も決めたんだこれが僕だ止まれないつまり自由の入り口　叫べ myname is！！",7
LiSA,“PROPAGANDA”,"Find！ Out！ By yourself！Vicious minds, Wicked minds,Circulating worldwideRiot's going everydayEvil's here to stayMesmerized, Hypnotized,Nobody knows that we're betrayedWhy are we giving in to the hateFighting against the fateThere'll be so many waysTo give yourself into the lasting flameOr let yourself survive till the endそれはゲームでもフェイクでもないDon't believe the propagandaYou know we are the ones to save ourselves from evils insideYes, we can be as one, come on, come on, come on to grab me叫べ Crying Out　とてつもねぇ Power　蹴飛ばして一人で行くなよ come on, come on, come on, follow meDon't believe the propagandaShout loud！ Don't go missingRun fast！　どうしたってんだTime's up！ Life is too shortThere's no time for fighting, My friendsLet me come running to you！",7
LiSA,"best day, best way",走り出した心　もう止まれないんだよ希望、汗にして　昨日に重ね続けた物語はもう始まってる境界線超えたら　振り返るなんてダメだよ弱い心　地面蹴って追い出そう“もう目の前に道はあるから”背中を押す理由　これ以上要らないからね(can you get own best way?let's go!)“It's my story!”　何度も叫び続ける様に全速力で行こうよ　世界中を巻き込んでさあ絶好のステージへ　胸を張って進もうよ昨日を乗り越えた　自分を信じて誰が何て言ってもね　ただ今日が最高なんだから走り出した心　もう止まれないんだよ諦めないなら　明日の太陽はきっと今日生まれた水たまりも照らすだろうそう　落ち込んじゃう時もあるでしょうそれでも自分を見失わないように声に出して!“It's my story!”　何度も遮る雲払って全速力で行こうよ　世界中を巻き込んでどんな小さい一歩も　明日に繋がるよ今日を乗り越える　自分を描いて沈む夕陽にちょっとだけ弱音も吐いていいんだよ立ち上がった心　もう負けないから何も言わず隣り合って　未来へ渡す命をくれるオリーブの樹の様に確かに生きた今日が　誰かの明日にも、ほら繋がっているんだよ その証がきっと勇気とリンクして(can you get own best way?let's go!)“It's my story!”　何度も叫び続ける様に全速力で行こうよ　世界中を巻き込んでさあ絶好のステージへ　何も心配なんかないよ昨日までの自分が　背中押す理由をくれるから“It's my story!”　そうだよ　自分だけのストーリー描いていくからね　希望、勇気、重ねて目には見えなくたってさ　決して一人じゃないよ精一杯の自分を　誰かが信じてる夢がどんなに遠くても　ただ今日が最高なんだからいつか届くように　胸を張って進もう走り出した心　もう止まれないんだよ,7
LiSA,炎,さよなら　ありがとう　声の限り悲しみよりもっと大事なこと去りゆく背中に伝えたくてぬくもりと痛みに間に合うようにこのまま続くと思っていた僕らの明日を描いていた呼び合っていた光がまだ胸の奥に熱いのに僕たちは燃え盛る旅の途中で出会い手を取りそして離した　未来のために夢が一つ叶うたび　僕は君を想うだろう強くなりたいと願い　泣いた　決意を餞に懐かしい思いに囚われたり残酷な世界に泣き叫んで大人になるほど増えて行くもう何一つだって失いたくない悲しみに飲まれ落ちてしまえば痛みを感じなくなるけれど君の言葉　君の願い僕は守りぬくと誓ったんだ音を立てて崩れ落ちて行く一つだけのかけがえのない世界手を伸ばし抱き止めた激しい光の束輝いて消えてった　未来のために託された幸せと　約束を超えて行く振り返らずに進むから前だけ向いて叫ぶから心に炎を灯して遠い未来まで……,7
LiSA,WHY,ねぇ「あんたなんか要らない」そう言ってやりたいねぇ　でもひとりにしないで錆びついた景色の中またいつもの道を行く「今日で最後」って言い聞かせながら勝手な奴に会いにいくなのに会えると思えば嬉しくてそれでも胸は苦しくて向かう足は速まって　嘘でも抱きしめられたくて大事にされないのわかっててまた同じこと繰り返してわがままに付き合ってるだけ「どうして　私じゃだめなの？」「どうして　こんなに好きなのに」「どうして　私に嘘つくの？」「どうして？どうして？どうして？私を愛して！」散らかった部屋煙草の匂い　革のソファー何度もここに来てるのに私の存在はないいつも通りあなたは優しい知らない女子からまた着信あんたは何の悪気もなく私を簡単に傷付ける耐えきれずに部屋飛び出しでも追いかけて来ないのわかってる私が投げ出せばすべて終わり「どうして　私を責めるの？」「どうして　私を裏切るの？」「どうして　私傷付けるの？」「私だけを愛せない？」「本当の気持ちを教えて」「隠さないで　彼女は誰なの？」「お願い私を捨てないで」「大嫌い大嫌い大嫌い大嫌い　ばかみたい」ねぇあなたにとって私は一体どんな存在？もしあなたを失ったら私は生きられないもうあんたの為に泣きたくなんかないのにその甘い言葉に惑わされたくはないのにまた今日も言えない「さようなら」そばにいたいだけなのに恋人のふりやめてわざとらしく優しくしないでもう私を惑わさないでこれ以上私を傷付けないで「どうして　私じゃだめなの？」「どうして　こんなに好きなのに」「どうして　私に嘘つくの？」「どうして？どうして？どうして？どうして？どうして！」「どうして　私じゃだめなの？」「どうして　こんなに好きなのに」「どうして　私に嘘つくの？」「愛して愛して愛して　私を愛して」,7
LiSA,僕の言葉で,外灯が夕闇彩って進まない帰り道を急かす震える後ろ姿　どうして僕はあんな事言えちゃったんだろうふあふあ　この想いを全部ジップして届けられたらなぁねぇ、長く傍に居すぎて　いまさら素直になれない時は増えるけど踏み込んだ足をたくましく鳴らせたら「ごめんね」ってね、今日はうまく言えるかなあなたに手を引かれ歩いた懐かしい　家に続く遊歩道伸びてる　すぐ目の前の影に向けて一人で　そっとシミュレーション優しく「帰って来たの?」きっとあなたは　そうふるまうでしょ?埃まみれの思い出　あなたはいつでも笑って　ごまかしちゃうから躊躇った台詞　飲み込んだ弱い僕は曖昧重ねて　逃げ出したまま「うまく言わなくちゃ」過去はすぐ　弱気にさせるけどシンプルにね　大事な一つならちゃんと目を見て伝えられそうかなそう　寂しい夜に光が差すような気のきいたプレゼント　あげられないけどおんぼろで小さな僕の灯火があなたの笑顔を照らせるように踏み込んだ足をたくましく鳴らせたら不器用な想いちょっと　おみやげにしよう僕の言葉で,7
